font	search_name	document_count	status	download_available	webfont_usable	webfont_usable_reason	delivery	package	version	license	download_url	note
Calisto MT	calisto mt	5	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/calistoga	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/calistoga@5.3.0/files/calistoga-latin-400-normal.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
Cambria	cambria	23	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:2db80501ab27169c9b8395ce6f749be1	2db80501ab27169c9b8395ce6f749be1	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/2db80501ab27169c9b8395ce6f749be1.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/2db80501ab27169c9b8395ce6f749be1); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Cambria Math	cambria math	4	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@kickstartds/cambria, @cambria-packages/unity-db, @cambria-packages/ozone-db				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Candara	candara	4	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:e662339992c4abf5b43f537391bd3169	e662339992c4abf5b43f537391bd3169	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/e662339992c4abf5b43f537391bd3169.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/e662339992c4abf5b43f537391bd3169); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Carr Arrows (filled)	carr arrows (filled)	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@carr-james/collector-cache-extension, dowload_ebok_venditore_in_1_ora_by_paolo_ruggeri_andrea_condello_sergio_delli_carr_qu5tw, dowload_ebok_the_easy_way_to_quit_caffeine_by_allen_carr_nn3px				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Carr Arrows (outline)	carr arrows (outline)	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@carr-james/collector-cache-extension, dowload_ebok_venditore_in_1_ora_by_paolo_ruggeri_andrea_condello_sergio_delli_carr_qu5tw, dowload_ebok_the_easy_way_to_quit_caffeine_by_allen_carr_nn3px				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Carr Balloons	carr balloons	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@carr-james/collector-cache-extension, dowload_ebok_venditore_in_1_ora_by_paolo_ruggeri_andrea_condello_sergio_delli_carr_qu5tw, dowload_ebok_the_easy_way_to_quit_caffeine_by_allen_carr_nn3px				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Carr Electronic Dingbats	carr electronic dingbats	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@carr-james/collector-cache-extension, dowload_ebok_venditore_in_1_ora_by_paolo_ruggeri_andrea_condello_sergio_delli_carr_qu5tw, dowload_ebok_the_easy_way_to_quit_caffeine_by_allen_carr_nn3px				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Carr Xmas Dingbats	carr xmas dingbats	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@carr-james/collector-cache-extension, dowload_ebok_venditore_in_1_ora_by_paolo_ruggeri_andrea_condello_sergio_delli_carr_qu5tw, dowload_ebok_the_easy_way_to_quit_caffeine_by_allen_carr_nn3px				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Carta-Normal	carta normal	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Castellar	castellar	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:0407ed4aef00d4db57f6001e710e0a85	0407ed4aef00d4db57f6001e710e0a85	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/0407ed4aef00d4db57f6001e710e0a85.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/0407ed4aef00d4db57f6001e710e0a85); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Cathzulu Extraz	cathzulu extraz	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		ts-migrate-extraz				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Centaur	centaur	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:1c5f0e6f12173bc7387400a837c28477	1c5f0e6f12173bc7387400a837c28477	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/1c5f0e6f12173bc7387400a837c28477.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/1c5f0e6f12173bc7387400a837c28477); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
CentSchbook BT	centschbook bt	10	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:23aa1bdf235d88702921ae7d08d52f95	23aa1bdf235d88702921ae7d08d52f95	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/23aa1bdf235d88702921ae7d08d52f95.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/23aa1bdf235d88702921ae7d08d52f95); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Century	century	15	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:165b3175b1345c0eb8b4097f4d024455	165b3175b1345c0eb8b4097f4d024455	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/165b3175b1345c0eb8b4097f4d024455.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/165b3175b1345c0eb8b4097f4d024455); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Century Gothic	century gothic	14	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:0d78b12d6be09203d1fbeb76871a369a	0d78b12d6be09203d1fbeb76871a369a	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/0d78b12d6be09203d1fbeb76871a369a.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/0d78b12d6be09203d1fbeb76871a369a); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Century Schoolbook	century schoolbook	3	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	centschbook-mono	3.2.1	idk	https://cdn.jsdelivr.net/npm/centschbook-mono@3.2.1/Century-Schoolbook-Monospace-BT.ttf	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
CG Times	cg times	2	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:9685e3efc5a2270c6a47d201281ff08a	9685e3efc5a2270c6a47d201281ff08a	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/9685e3efc5a2270c6a47d201281ff08a.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/9685e3efc5a2270c6a47d201281ff08a); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Chaparral Pro	chaparral pro	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:82707ca0316a93875e231b32340c919e	82707ca0316a93875e231b32340c919e	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/82707ca0316a93875e231b32340c919e.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/82707ca0316a93875e231b32340c919e); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Charlemagne Std	charlemagne std	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:5f81cce6bdf565e42056ab354b37b83c	5f81cce6bdf565e42056ab354b37b83c	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/5f81cce6bdf565e42056ab354b37b83c.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/5f81cce6bdf565e42056ab354b37b83c); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Cheq	cheq	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@cheq.ai/cheq-middlewares, @cheq.ai/cheq-enforce-react, cheq				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Chevron Dingbats	chevron dingbats	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		nav-frontend-chevron-style, @tds/core-chevron-link, nav-frontend-chevron				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Chiller	chiller	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:cfde7197e2e3b805f27da82b6faa93e6	cfde7197e2e3b805f27da82b6faa93e6	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/cfde7197e2e3b805f27da82b6faa93e6.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/cfde7197e2e3b805f27da82b6faa93e6); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Chinese Pinyin	chinese pinyin	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:9cc6d1698ea207f1563855cdd7391ced	9cc6d1698ea207f1563855cdd7391ced	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/9cc6d1698ea207f1563855cdd7391ced.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/9cc6d1698ea207f1563855cdd7391ced); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Chinese Pinyin Cap	chinese pinyin cap	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		date-chinese, pinyin, pinyin-pro				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Christian Crosses	christian crosses	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@christian-martins/react-grid-carousel, @turf/boolean-crosses, @spatial/boolean-crosses				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Chung's Dingbats	chung's dingbats	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		chung-rn, dingbats, lookout-dingbats				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Cindy Icons	cindy icons	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@byhuz/huz-ui-cindy, cindy-umi4, cindy-menjes19-sukiwir				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Cityscape™	cityscape™	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@marianmeres/cityscape, emoji-cityscape, cityscape-common-package				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Classified	classified	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:e8458e6406a7244d6fc96461481cc63e	e8458e6406a7244d6fc96461481cc63e	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/e8458e6406a7244d6fc96461481cc63e.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/e8458e6406a7244d6fc96461481cc63e); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Colonna MT	colonna mt	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:91dd06fc110a0b45117e9338dcb9dcf9	91dd06fc110a0b45117e9338dcb9dcf9	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/91dd06fc110a0b45117e9338dcb9dcf9.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/91dd06fc110a0b45117e9338dcb9dcf9); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Comic Sans MS	comic sans ms	12	available	가능	라이선스 검토 필요	CDN 응답은 확인했지만 패키지 라이선스 근거가 부족함	jsDelivr 웹 검색	@canvas-fonts/comic-sans-ms	1.0.4	패키지 메타데이터 미확인	https://cdn.jsdelivr.net/npm/@canvas-fonts/comic-sans-ms@1.0.4/Comic Sans MS.ttf	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
CommercialPi BT	commercialpi bt	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
CommercialScript BT	commercialscript bt	10	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:449b1c567da51480d590112112addcd6	449b1c567da51480d590112112addcd6	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/449b1c567da51480d590112112addcd6.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/449b1c567da51480d590112112addcd6); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Consolas	consolas	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:1db29588408eadbd4406aae9238555eb	1db29588408eadbd4406aae9238555eb	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/1db29588408eadbd4406aae9238555eb.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/1db29588408eadbd4406aae9238555eb); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Constantia	constantia	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:0b9856633d4311a19df074ea509d8390	0b9856633d4311a19df074ea509d8390	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/0b9856633d4311a19df074ea509d8390.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/0b9856633d4311a19df074ea509d8390); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Cooper Black	cooper	3	available	가능	라이선스 검토 필요	CDN 응답은 확인했지만 패키지 라이선스 근거가 부족함	jsDelivr 웹 검색	fonts-archive-cooper-black	0.0.0	패키지 메타데이터 미확인	https://cdn.jsdelivr.net/npm/fonts-archive-cooper-black@0.0.0/CooperBlack Italic-Regular.otf	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
Cooper Blk BT	cooper blk bt	10	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:5ef79458159fb07a0c8f9b9a9a99c666	5ef79458159fb07a0c8f9b9a9a99c666	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/5ef79458159fb07a0c8f9b9a9a99c666.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/5ef79458159fb07a0c8f9b9a9a99c666); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Cooper Std Black	cooper std	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@fontsource/cooper-hewitt, @cooperco/cooper-component-library, @cooperco/component-library-mcp-server				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Copperplate Gothic Bold	copperplate gothic	5	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:483f8a5e2868222491b8baed78121c3a	483f8a5e2868222491b8baed78121c3a	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/483f8a5e2868222491b8baed78121c3a.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/483f8a5e2868222491b8baed78121c3a); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Copperplate Gothic Light	copperplate gothic	4	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:483f8a5e2868222491b8baed78121c3a	483f8a5e2868222491b8baed78121c3a	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/483f8a5e2868222491b8baed78121c3a.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/483f8a5e2868222491b8baed78121c3a); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Corbel	corbel	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:29dc27977e417a98e56556776f41607c	29dc27977e417a98e56556776f41607c	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/29dc27977e417a98e56556776f41607c.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/29dc27977e417a98e56556776f41607c); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
